ProductKey,OrderDateKey,DueDateKey,ShipDateKey,CustomerKey,SalesOrderNumber,TotalProductCost,SalesAmount
479,20130101,20130113,20130108,11433,SO51259,3.3623,8.99
477,20130101,20130113,20130108,11433,SO51259,1.8663,4.99
214,20130101,20130113,20130108,11433,SO51259,13.0863,34.99
225,20130101,20130113,20130108,11433,SO51259,6.9223,8.99
575,20130101,20130113,20130108,25618,SO51260,1481.9379,2384.07
479,20130101,20130113,20130108,25618,SO51260,3.3623,8.99
477,20130101,20130113,20130108,25618,SO51260,1.8663,4.99
578,20130101,20130113,20130108,12271,SO51261,755.1508,1214.85
488,20130101,20130113,20130108,12271,SO51261,41.5723,53.99
359,20130102,20130114,20130109,11340,SO51262,1251.9813,2294.99
478,20130102,20130114,20130109,11340,SO51262,3.7363,9.99
477,20130102,20130114,20130109,11340,SO51262,1.8663,4.99
491,20130102,20130114,20130109,11340,SO51262,41.5723,53.99
588,20130102,20130114,20130109,21534,SO51263,419.7784,769.49
528,20130102,20130114,20130109,21534,SO51263,1.8663,4.99
536,20130102,20130114,20130109,21534,SO51263,11.2163,29.99
217,20130102,20130114,20130109,21534,SO51263,13.0863,34.99
361,20130102,20130114,20130109,11282,SO51264,1251.9813,2294.99
528,20130102,20130114,20130109,11282,SO51264,1.8663,4.99
537,20130102,20130114,20130109,11282,SO51264,13.09,35
485,20130102,20130114,20130109,11282,SO51264,8.2205,21.98
473,20130102,20130114,20130109,11282,SO51264,23.749,63.5
363,20130102,20130114,20130109,11264,SO51265,1251.9813,2294.99
485,20130102,20130114,20130109,11264,SO51265,8.2205,21.98
228,20130102,20130114,20130109,11264,SO51265,38.4923,49.99
225,20130102,20130114,20130109,11264,SO51265,6.9223,8.99
564,20130102,20130114,20130109,28136,SO51266,1481.9379,2384.07
363,20130102,20130114,20130109,11456,SO51267,1251.9813,2294.99
485,20130102,20130114,20130109,11456,SO51267,8.2205,21.98
478,20130102,20130114,20130109,11456,SO51267,3.7363,9.99
477,20130102,20130114,20130109,11456,SO51267,1.8663,4.99
214,20130102,20130114,20130109,11456,SO51267,13.0863,34.99
465,20130102,20130114,20130109,11456,SO51267,9.1593,24.49
376,20130103,20130115,20130110,18212,SO51268,1554.9479,2443.35
484,20130103,20130115,20130110,18212,SO51268,2.9733,7.95
374,20130103,20130115,20130110,16693,SO51269,1554.9479,2443.35
540,20130103,20130115,20130110,16693,SO51269,12.1924,32.6
529,20130103,20130115,20130110,16693,SO51269,1.4923,3.99
480,20130103,20130115,20130110,16693,SO51269,0.8565,2.29
359,20130103,20130115,20130110,11341,SO51270,1251.9813,2294.99
222,20130103,20130115,20130110,11341,SO51270,13.0863,34.99
225,20130103,20130115,20130110,11341,SO51270,6.9223,8.99
582,20130103,20130115,20130110,16944,SO51271,1082.51,1700.99
217,20130103,20130115,20130110,16944,SO51271,13.0863,34.99
234,20130103,20130115,20130110,16944,SO51271,38.4923,49.99
463,20130103,20130115,20130110,16944,SO51271,9.1593,24.49
372,20130103,20130115,20130110,19418,SO51272,1554.9479,2443.35
540,20130103,20130115,20130110,19418,SO51272,12.1924,32.6
378,20130103,20130115,20130110,19341,SO51273,1554.9479,2443.35
487,20130103,20130115,20130110,19341,SO51273,20.5663,54.99
372,20130103,20130115,20130110,25779,SO51274,1554.9479,2443.35
529,20130103,20130115,20130110,25779,SO51274,1.4923,3.99
540,20130103,20130115,20130110,25779,SO51274,12.1924,32.6
359,20130103,20130115,20130110,11265,SO51275,1251.9813,2294.99
485,20130103,20130115,20130110,11265,SO51275,8.2205,21.98
222,20130103,20130115,20130110,11265,SO51275,13.0863,34.99
359,20130103,20130115,20130110,11136,SO51276,1251.9813,2294.99
485,20130103,20130115,20130110,11136,SO51276,8.2205,21.98
472,20130103,20130115,20130110,11136,SO51276,23.749,63.5
363,20130103,20130115,20130110,11278,SO51277,1251.9813,2294.99
217,20130103,20130115,20130110,11278,SO51277,13.0863,34.99
565,20130103,20130115,20130110,27766,SO51278,461.4448,742.35
222,20130103,20130115,20130110,27766,SO51278,13.0863,34.99
234,20130103,20130115,20130110,27766,SO51278,38.4923,49.99
569,20130103,20130115,20130110,20716,SO51279,461.4448,742.35
217,20130103,20130115,20130110,20716,SO51279,13.0863,34.99
582,20130103,20130115,20130110,18468,SO51280,1082.51,1700.99
489,20130103,20130115,20130110,18468,SO51280,41.5723,53.99
581,20130103,20130115,20130110,18697,SO51281,1082.51,1700.99
361,20130103,20130115,20130110,11008,SO51282,1251.9813,2294.99
477,20130103,20130115,20130110,11008,SO51282,1.8663,4.99
478,20130103,20130115,20130110,11008,SO51282,3.7363,9.99
480,20130103,20130115,20130110,11008,SO51282,0.8565,2.29
604,20130103,20130115,20130110,24386,SO51283,343.6496,539.99
538,20130103,20130115,20130110,24386,SO51283,8.0373,21.49
529,20130103,20130115,20130110,24386,SO51283,1.4923,3.99
386,20130103,20130115,20130110,22667,SO51284,713.0798,1120.49
234,20130103,20130115,20130110,22667,SO51284,38.4923,49.99
353,20130104,20130116,20130111,12397,SO51285,1265.6195,2319.99
478,20130104,20130116,20130111,12397,SO51285,3.7363,9.99
588,20130104,20130116,20130111,16311,SO51286,419.7784,769.49
536,20130104,20130116,20130111,16311,SO51286,11.2163,29.99
528,20130104,20130116,20130111,16311,SO51286,1.8663,4.99
480,20130104,20130116,20130111,16311,SO51286,0.8565,2.29
374,20130104,20130116,20130111,24883,SO51287,1554.9479,2443.35
222,20130104,20130116,20130111,24883,SO51287,13.0863,34.99
225,20130104,20130116,20130111,24883,SO51287,6.9223,8.99
357,20130104,20130116,20130111,11335,SO51288,1265.6195,2319.99
485,20130104,20130116,20130111,11335,SO51288,8.2205,21.98
480,20130104,20130116,20130111,11335,SO51288,0.8565,2.29
357,20130104,20130116,20130111,11084,SO51289,1265.6195,2319.99
480,20130104,20130116,20130111,11084,SO51289,0.8565,2.29
359,20130104,20130116,20130111,11445,SO51290,1251.9813,2294.99
478,20130104,20130116,20130111,11445,SO51290,3.7363,9.99
363,20130104,20130116,20130111,11447,SO51291,1251.9813,2294.99
478,20130104,20130116,20130111,11447,SO51291,3.7363,9.99
477,20130104,20130116,20130111,11447,SO51291,1.8663,4.99
355,20130104,20130116,20130111,11058,SO51292,1265.6195,2319.99
487,20130104,20130116,20130111,11058,SO51292,20.5663,54.99
353,20130104,20130116,20130111,11060,SO51293,1265.6195,2319.99
591,20130104,20130116,20130111,17512,SO51294,308.2179,564.99
535,20130104,20130116,20130111,17512,SO51294,9.3463,24.99
480,20130104,20130116,20130111,17512,SO51294,0.8565,2.29
573,20130104,20130116,20130111,24425,SO51295,1481.9379,2384.07
222,20130104,20130116,20130111,24425,SO51295,13.0863,34.99
382,20130104,20130116,20130111,19417,SO51296,713.0798,1120.49
222,20130104,20130116,20130111,19417,SO51296,13.0863,34.99
606,20130104,20130116,20130111,29356,SO51297,343.6496,539.99
538,20130104,20130116,20130111,29356,SO51297,8.0373,21.49
529,20130104,20130116,20130111,29356,SO51297,1.4923,3.99
471,20130104,20130116,20130111,29356,SO51297,23.749,63.5
605,20130104,20130116,20130111,27949,SO51298,343.6496,539.99
479,20130104,20130116,20130111,27949,SO51298,3.3623,8.99
477,20130104,20130116,20130111,27949,SO51298,1.8663,4.99
574,20130104,20130116,20130111,14775,SO51299,1481.9379,2384.07
222,20130104,20130116,20130111,14775,SO51299,13.0863,34.99
376,20130105,20130117,20130112,16702,SO51300,1554.9479,2443.35
578,20130105,20130117,20130112,14050,SO51301,755.1508,1214.85
225,20130105,20130117,20130112,14050,SO51301,6.9223,8.99
580,20130105,20130117,20130112,16569,SO51302,1082.51,1700.99
488,20130105,20130117,20130112,16569,SO51302,41.5723,53.99
587,20130105,20130117,20130112,13774,SO51303,419.7784,769.49
478,20130105,20130117,20130112,13774,SO51303,3.7363,9.99
217,20130105,20130117,20130112,13774,SO51303,13.0863,34.99
592,20130105,20130117,20130112,17644,SO51304,308.2179,564.99
225,20130105,20130117,20130112,17644,SO51304,6.9223,8.99
353,20130105,20130117,20130112,11242,SO51305,1265.6195,2319.99
355,20130105,20130117,20130112,11333,SO51306,1265.6195,2319.99
485,20130105,20130117,20130112,11333,SO51306,8.2205,21.98
480,20130105,20130117,20130112,11333,SO51306,0.8565,2.29
355,20130105,20130117,20130112,11336,SO51307,1265.6195,2319.99
478,20130105,20130117,20130112,11336,SO51307,3.7363,9.99
477,20130105,20130117,20130112,11336,SO51307,1.8663,4.99
217,20130105,20130117,20130112,11336,SO51307,13.0863,34.99
598,20130105,20130117,20130112,18958,SO51308,294.5797,539.99
477,20130105,20130117,20130112,18958,SO51308,1.8663,4.99
478,20130105,20130117,20130112,18958,SO51308,3.7363,9.99
480,20130105,20130117,20130112,18958,SO51308,0.8565,2.29
484,20130105,20130117,20130112,18958,SO51308,2.9733,7.95
599,20130105,20130117,20130112,15553,SO51309,294.5797,539.99
478,20130105,20130117,20130112,15553,SO51309,3.7363,9.99
477,20130105,20130117,20130112,15553,SO51309,1.8663,4.99
214,20130105,20130117,20130112,15553,SO51309,13.0863,34.99
353,20130105,20130117,20130112,11328,SO51310,1265.6195,2319.99
580,20130105,20130117,20130112,22940,SO51311,1082.51,1700.99
491,20130105,20130117,20130112,22940,SO51311,41.5723,53.99
225,20130105,20130117,20130112,22940,SO51311,6.9223,8.99
574,20130105,20130117,20130112,28207,SO51312,1481.9379,2384.07
479,20130105,20130117,20130112,28207,SO51312,3.3623,8.99
477,20130105,20130117,20130112,28207,SO51312,1.8663,4.99
471,20130105,20130117,20130112,28207,SO51312,23.749,63.5
564,20130105,20130117,20130112,28203,SO51313,1481.9379,2384.07
605,20130105,20130117,20130112,26666,SO51314,343.6496,539.99
479,20130105,20130117,20130112,26666,SO51314,3.3623,8.99
477,20130105,20130117,20130112,26666,SO51314,1.8663,4.99
361,20130105,20130117,20130112,11003,SO51315,1251.9813,2294.99
478,20130105,20130117,20130112,11003,SO51315,3.7363,9.99
477,20130105,20130117,20130112,11003,SO51315,1.8663,4.99
225,20130105,20130117,20130112,11003,SO51315,6.9223,8.99
388,20130105,20130117,20130112,19320,SO51316,713.0798,1120.49
489,20130105,20130117,20130112,19320,SO51316,41.5723,53.99
467,20130105,20130117,20130112,19320,SO51316,9.1593,24.49
382,20130105,20130117,20130112,26994,SO51317,713.0798,1120.49
479,20130105,20130117,20130112,26994,SO51317,3.3623,8.99
477,20130105,20130117,20130112,26994,SO51317,1.8663,4.99
604,20130105,20130117,20130112,22432,SO51318,343.6496,539.99
479,20130105,20130117,20130112,22432,SO51318,3.3623,8.99
477,20130105,20130117,20130112,22432,SO51318,1.8663,4.99
463,20130105,20130117,20130112,22432,SO51318,9.1593,24.49
606,20130105,20130117,20130112,28758,SO51319,343.6496,539.99
479,20130105,20130117,20130112,28758,SO51319,3.3623,8.99
477,20130105,20130117,20130112,28758,SO51319,1.8663,4.99
561,20130105,20130117,20130112,24061,SO51320,1481.9379,2384.07
541,20130105,20130117,20130112,24061,SO51320,10.8423,28.99
376,20130106,20130118,20130113,18246,SO51321,1554.9479,2443.35
479,20130106,20130118,20130113,18246,SO51321,3.3623,8.99
374,20130106,20130118,20130113,12296,SO51322,1554.9479,2443.35
484,20130106,20130118,20130113,12296,SO51322,2.9733,7.95
353,20130106,20130118,20130113,11332,SO51323,1265.6195,2319.99
222,20130106,20130118,20130113,11332,SO51323,13.0863,34.99
353,20130106,20130118,20130113,11155,SO51324,1265.6195,2319.99
353,20130106,20130118,20130113,11083,SO51325,1265.6195,2319.99
528,20130106,20130118,20130113,11083,SO51325,1.8663,4.99
537,20130106,20130118,20130113,11083,SO51325,13.09,35
217,20130106,20130118,20130113,11083,SO51325,13.0863,34.99
571,20130106,20130118,20130113,25723,SO51326,461.4448,742.35
222,20130106,20130118,20130113,25723,SO51326,13.0863,34.99
604,20130106,20130118,20130113,27745,SO51327,343.6496,539.99
477,20130106,20130118,20130113,27745,SO51327,1.8663,4.99
472,20130106,20130118,20130113,27745,SO51327,23.749,63.5
479,20130106,20130118,20130113,27745,SO51327,3.3623,8.99
604,20130106,20130118,20130113,26655,SO51328,343.6496,539.99
571,20130106,20130118,20130113,26312,SO51329,461.4448,742.35
479,20130106,20130118,20130113,26312,SO51329,3.3623,8.99
477,20130106,20130118,20130113,26312,SO51329,1.8663,4.99
490,20130106,20130118,20130113,26312,SO51329,41.5723,53.99
578,20130106,20130118,20130113,28298,SO51330,755.1508,1214.85
222,20130106,20130118,20130113,28298,SO51330,13.0863,34.99
225,20130106,20130118,20130113,24403,SO51331,6.9223,8.99
564,20130106,20130118,20130113,24403,SO51331,1481.9379,2384.07
605,20130106,20130118,20130113,21439,SO51332,343.6496,539.99
386,20130106,20130118,20130113,22631,SO51333,713.0798,1120.49
529,20130106,20130118,20130113,22631,SO51333,1.4923,3.99
539,20130106,20130118,20130113,22631,SO51333,9.3463,24.99
382,20130106,20130118,20130113,19335,SO51334,713.0798,1120.49
490,20130106,20130118,20130113,19335,SO51334,41.5723,53.99
604,20130106,20130118,20130113,21004,SO51335,343.6496,539.99
538,20130106,20130118,20130113,21004,SO51335,8.0373,21.49
376,20130107,20130119,20130114,18243,SO51336,1554.9479,2443.35
540,20130107,20130119,20130114,18243,SO51336,12.1924,32.6
529,20130107,20130119,20130114,18243,SO51336,1.4923,3.99
378,20130107,20130119,20130114,18220,SO51337,1554.9479,2443.35
382,20130107,20130119,20130114,16339,SO51338,713.0798,1120.49
359,20130107,20130119,20130114,12462,SO51339,1251.9813,2294.99
478,20130107,20130119,20130114,12462,SO51339,3.7363,9.99
472,20130107,20130119,20130114,12462,SO51339,23.749,63.5
477,20130107,20130119,20130114,12462,SO51339,1.8663,4.99
589,20130107,20130119,20130114,13789,SO51340,419.7784,769.49
234,20130107,20130119,20130114,13789,SO51340,38.4923,49.99
378,20130107,20130119,20130114,12301,SO51341,1554.9479,2443.35
529,20130107,20130119,20130114,12301,SO51341,1.4923,3.99
540,20130107,20130119,20130114,12301,SO51341,12.1924,32.6
480,20130107,20130119,20130114,12301,SO51341,0.8565,2.29
380,20130107,20130119,20130114,19359,SO51342,1554.9479,2443.35
217,20130107,20130119,20130114,19359,SO51342,13.0863,34.99
376,20130107,20130119,20130114,11439,SO51343,1554.9479,2443.35
479,20130107,20130119,20130114,11439,SO51343,3.3623,8.99
477,20130107,20130119,20130114,11439,SO51343,1.8663,4.99
581,20130107,20130119,20130114,16793,SO51344,1082.51,1700.99
539,20130107,20130119,20130114,16793,SO51344,9.3463,24.99
529,20130107,20130119,20130114,16793,SO51344,1.4923,3.99
225,20130107,20130119,20130114,16793,SO51344,6.9223,8.99
237,20130107,20130119,20130114,16793,SO51344,38.4923,49.99
361,20130107,20130119,20130114,11267,SO51345,1251.9813,2294.99
478,20130107,20130119,20130114,11267,SO51345,3.7363,9.99
477,20130107,20130119,20130114,11267,SO51345,1.8663,4.99
487,20130107,20130119,20130114,11267,SO51345,20.5663,54.99
363,20130107,20130119,20130114,11270,SO51346,1251.9813,2294.99
485,20130107,20130119,20130114,11270,SO51346,8.2205,21.98
217,20130107,20130119,20130114,11270,SO51346,13.0863,34.99
490,20130107,20130119,20130114,11270,SO51346,41.5723,53.99
361,20130107,20130119,20130114,11062,SO51347,1251.9813,2294.99
485,20130107,20130119,20130114,11062,SO51347,8.2205,21.98
222,20130107,20130119,20130114,11062,SO51347,13.0863,34.99
361,20130107,20130119,20130114,11167,SO51348,1251.9813,2294.99
537,20130107,20130119,20130114,11167,SO51348,13.09,35
384,20130107,20130119,20130114,23310,SO51349,713.0798,1120.49
539,20130107,20130119,20130114,23310,SO51349,9.3463,24.99
529,20130107,20130119,20130114,23310,SO51349,1.4923,3.99
480,20130107,20130119,20130114,23310,SO51349,0.8565,2.29
359,20130107,20130119,20130114,11054,SO51350,1251.9813,2294.99
487,20130107,20130119,20130114,11054,SO51350,20.5663,54.99
488,20130107,20130119,20130114,11054,SO51350,41.5723,53.99
355,20130107,20130119,20130114,11446,SO51351,1265.6195,2319.99
222,20130107,20130119,20130114,11446,SO51351,13.0863,34.99
363,20130107,20130119,20130114,11093,SO51352,1251.9813,2294.99
485,20130107,20130119,20130114,11093,SO51352,8.2205,21.98
222,20130107,20130119,20130114,11093,SO51352,13.0863,34.99
481,20130107,20130119,20130114,11093,SO51352,3.3623,8.99
579,20130107,20130119,20130114,25092,SO51353,755.1508,1214.85
541,20130107,20130119,20130114,25092,SO51353,10.8423,28.99
530,20130107,20130119,20130114,25092,SO51353,1.8663,4.99
225,20130107,20130119,20130114,25092,SO51353,6.9223,8.99
363,20130107,20130119,20130114,11454,SO51354,1251.9813,2294.99
584,20130107,20130119,20130114,22260,SO51355,343.6496,539.99
538,20130107,20130119,20130114,22260,SO51355,8.0373,21.49
480,20130107,20130119,20130114,22260,SO51355,0.8565,2.29
382,20130107,20130119,20130114,19393,SO51356,713.0798,1120.49
479,20130107,20130119,20130114,19393,SO51356,3.3623,8.99
477,20130107,20130119,20130114,19393,SO51356,1.8663,4.99
606,20130107,20130119,20130114,22415,SO51357,343.6496,539.99
538,20130107,20130119,20130114,22415,SO51357,8.0373,21.49
491,20130107,20130119,20130114,22415,SO51357,41.5723,53.99
579,20130107,20130119,20130114,17833,SO51358,755.1508,1214.85
541,20130107,20130119,20130114,17833,SO51358,10.8423,28.99
530,20130107,20130119,20130114,17833,SO51358,1.8663,4.99
480,20130107,20130119,20130114,17833,SO51358,0.8565,2.29
372,20130108,20130120,20130115,18240,SO51359,1554.9479,2443.35
479,20130108,20130120,20130115,18240,SO51359,3.3623,8.99
477,20130108,20130120,20130115,18240,SO51359,1.8663,4.99
491,20130108,20130120,20130115,18240,SO51359,41.5723,53.99
225,20130108,20130120,20130115,18240,SO51359,6.9223,8.99
357,20130108,20130120,20130115,11388,SO51360,1265.6195,2319.99
478,20130108,20130120,20130115,11388,SO51360,3.7363,9.99
477,20130108,20130120,20130115,11388,SO51360,1.8663,4.99
484,20130108,20130120,20130115,11388,SO51360,2.9733,7.95
376,20130108,20130120,20130115,25795,SO51361,1554.9479,2443.35
540,20130108,20130120,20130115,25795,SO51361,12.1924,32.6
529,20130108,20130120,20130115,25795,SO51361,1.4923,3.99
480,20130108,20130120,20130115,25795,SO51361,0.8565,2.29
581,20130108,20130120,20130115,16797,SO51362,1082.51,1700.99
529,20130108,20130120,20130115,16797,SO51362,1.4923,3.99
539,20130108,20130120,20130115,16797,SO51362,9.3463,24.99
480,20130108,20130120,20130115,16797,SO51362,0.8565,2.29
596,20130108,20130120,20130115,15557,SO51363,294.5797,539.99
478,20130108,20130120,20130115,15557,SO51363,3.7363,9.99
477,20130108,20130120,20130115,15557,SO51363,1.8663,4.99
590,20130108,20130120,20130115,13741,SO51364,419.7784,769.49
359,20130108,20130120,20130115,11156,SO51365,1251.9813,2294.99
528,20130108,20130120,20130115,11156,SO51365,1.8663,4.99
537,20130108,20130120,20130115,11156,SO51365,13.09,35
487,20130108,20130120,20130115,11156,SO51365,20.5663,54.99
583,20130108,20130120,20130115,14007,SO51366,1082.51,1700.99
604,20130108,20130120,20130115,19270,SO51367,343.6496,539.99
481,20130108,20130120,20130115,19270,SO51367,3.3623,8.99
605,20130108,20130120,20130115,19763,SO51368,343.6496,539.99
222,20130108,20130120,20130115,19763,SO51368,13.0863,34.99
573,20130108,20130120,20130115,24434,SO51369,1481.9379,2384.07
479,20130108,20130120,20130115,24434,SO51369,3.3623,8.99
477,20130108,20130120,20130115,24434,SO51369,1.8663,4.99
575,20130108,20130120,20130115,24417,SO51370,1481.9379,2384.07
541,20130108,20130120,20130115,24417,SO51370,10.8423,28.99
530,20130108,20130120,20130115,24417,SO51370,1.8663,4.99
477,20130108,20130120,20130115,24417,SO51370,1.8663,4.99
479,20130108,20130120,20130115,24417,SO51370,3.3623,8.99
222,20130108,20130120,20130115,24417,SO51370,13.0863,34.99
606,20130108,20130120,20130115,22259,SO51371,343.6496,539.99
479,20130108,20130120,20130115,22259,SO51371,3.3623,8.99
477,20130108,20130120,20130115,22259,SO51371,1.8663,4.99
225,20130108,20130120,20130115,22259,SO51371,6.9223,8.99
390,20130108,20130120,20130115,26995,SO51372,713.0798,1120.49
539,20130108,20130120,20130115,26995,SO51372,9.3463,24.99
584,20130108,20130120,20130115,22414,SO51373,343.6496,539.99
222,20130108,20130120,20130115,22414,SO51373,13.0863,34.99
372,20130109,20130121,20130116,18205,SO51374,1554.9479,2443.35
214,20130109,20130121,20130116,18205,SO51374,13.0863,34.99
380,20130109,20130121,20130116,18209,SO51375,1554.9479,2443.35
214,20130109,20130121,20130116,18209,SO51375,13.0863,34.99
372,20130109,20130121,20130116,18218,SO51376,1554.9479,2443.35
579,20130109,20130121,20130116,14047,SO51377,755.1508,1214.85
214,20130109,20130121,20130116,14047,SO51377,13.0863,34.99
597,20130109,20130121,20130116,21501,SO51378,294.5797,539.99
234,20130109,20130121,20130116,21501,SO51378,38.4923,49.99
587,20130109,20130121,20130116,13745,SO51379,419.7784,769.49
536,20130109,20130121,20130116,13745,SO51379,11.2163,29.99
528,20130109,20130121,20130116,13745,SO51379,1.8663,4.99
222,20130109,20130121,20130116,13745,SO51379,13.0863,34.99
353,20130109,20130121,20130116,11295,SO51380,1265.6195,2319.99
528,20130109,20130121,20130116,11295,SO51380,1.8663,4.99
537,20130109,20130121,20130116,11295,SO51380,13.09,35
483,20130109,20130121,20130116,11295,SO51380,44.88,120
363,20130109,20130121,20130116,11129,SO51381,1251.9813,2294.99
361,20130109,20130121,20130116,11152,SO51382,1251.9813,2294.99
586,20130109,20130121,20130116,25722,SO51383,461.4448,742.35
217,20130109,20130121,20130116,25722,SO51383,13.0863,34.99
359,20130109,20130121,20130116,11103,SO51384,1251.9813,2294.99
477,20130109,20130121,20130116,11103,SO51384,1.8663,4.99
478,20130109,20130121,20130116,11103,SO51384,3.7363,9.99
491,20130109,20130121,20130116,11103,SO51384,41.5723,53.99
465,20130109,20130121,20130116,11103,SO51384,9.1593,24.49
361,20130109,20130121,20130116,11070,SO51385,1251.9813,2294.99
528,20130109,20130121,20130116,11070,SO51385,1.8663,4.99
537,20130109,20130121,20130116,11070,SO51385,13.09,35
480,20130109,20130121,20130116,11070,SO51385,0.8565,2.29
484,20130109,20130121,20130116,11070,SO51385,2.9733,7.95
355,20130109,20130121,20130116,11072,SO51386,1265.6195,2319.99
485,20130109,20130121,20130116,11072,SO51386,8.2205,21.98
490,20130109,20130121,20130116,11072,SO51386,41.5723,53.99
591,20130109,20130121,20130116,11942,SO51387,308.2179,564.99
478,20130109,20130121,20130116,11942,SO51387,3.7363,9.99
477,20130109,20130121,20130116,11942,SO51387,1.8663,4.99
222,20130109,20130121,20130116,11942,SO51387,13.0863,34.99
355,20130109,20130121,20130116,11455,SO51388,1265.6195,2319.99
384,20130109,20130121,20130116,19428,SO51389,713.0798,1120.49
225,20130109,20130121,20130116,19428,SO51389,6.9223,8.99
234,20130109,20130121,20130116,19428,SO51389,38.4923,49.99
584,20130109,20130121,20130116,25611,SO51390,343.6496,539.99
467,20130109,20130121,20130116,25611,SO51390,9.1593,24.49
374,20130110,20130122,20130117,19437,SO51391,1554.9479,2443.35
540,20130110,20130122,20130117,19437,SO51391,12.1924,32.6
529,20130110,20130122,20130117,19437,SO51391,1.4923,3.99
372,20130110,20130122,20130117,16388,SO51392,1554.9479,2443.35
477,20130110,20130122,20130117,16388,SO51392,1.8663,4.99
479,20130110,20130122,20130117,16388,SO51392,3.3623,8.99
222,20130110,20130122,20130117,16388,SO51392,13.0863,34.99
376,20130110,20130122,20130117,16394,SO51393,1554.9479,2443.35
214,20130110,20130122,20130117,16394,SO51393,13.0863,34.99
380,20130110,20130122,20130117,19416,SO51394,1554.9479,2443.35
540,20130110,20130122,20130117,19416,SO51394,12.1924,32.6
374,20130110,20130122,20130117,20181,SO51395,1554.9479,2443.35
588,20130110,20130122,20130117,13849,SO51396,419.7784,769.49
475,20130110,20130122,20130117,13849,SO51396,26.1763,69.99
473,20130110,20130122,20130117,13849,SO51396,23.749,63.5
359,20130110,20130122,20130117,11835,SO51397,1251.9813,2294.99
485,20130110,20130122,20130117,11835,SO51397,8.2205,21.98
480,20130110,20130122,20130117,11835,SO51397,0.8565,2.29
355,20130110,20130122,20130117,11154,SO51398,1265.6195,2319.99
353,20130110,20130122,20130117,11191,SO51399,1265.6195,2319.99
537,20130110,20130122,20130117,11191,SO51399,13.09,35
528,20130110,20130122,20130117,11191,SO51399,1.8663,4.99
565,20130110,20130122,20130117,28672,SO51400,461.4448,742.35
214,20130110,20130122,20130117,28672,SO51400,13.0863,34.99
566,20130110,20130122,20130117,28667,SO51401,461.4448,742.35
228,20130110,20130122,20130117,28667,SO51401,38.4923,49.99
573,20130110,20130122,20130117,22109,SO51402,1481.9379,2384.07
225,20130110,20130122,20130117,22109,SO51402,6.9223,8.99
605,20130110,20130122,20130117,21465,SO51403,343.6496,539.99
214,20130110,20130122,20130117,21465,SO51403,13.0863,34.99
584,20130110,20130122,20130117,21469,SO51404,343.6496,539.99
477,20130110,20130122,20130117,21469,SO51404,1.8663,4.99
479,20130110,20130122,20130117,21469,SO51404,3.3623,8.99
214,20130110,20130122,20130117,21469,SO51404,13.0863,34.99
584,20130110,20130122,20130117,21438,SO51405,343.6496,539.99
538,20130110,20130122,20130117,21438,SO51405,8.0373,21.49
390,20130110,20130122,20130117,22613,SO51406,713.0798,1120.49
489,20130110,20130122,20130117,22613,SO51406,41.5723,53.99
225,20130110,20130122,20130117,22613,SO51406,6.9223,8.99
376,20130111,20130123,20130118,18214,SO51407,1554.9479,2443.35
529,20130111,20130123,20130118,18214,SO51407,1.4923,3.99
540,20130111,20130123,20130118,18214,SO51407,12.1924,32.6
214,20130111,20130123,20130118,18214,SO51407,13.0863,34.99
